method,CL,V,ka,om_CL,om_V,om_ka,sigma,ofv,logLik,runtime_s,n_subjects
foce,2.728890598598729,29.348497769781844,1.3887060754104688,0.37548378287593487,0.21326903883549683,0.5607145041837323,0.22347948187511,-127.92336605456346,-46.310940957278994,4.63,20
