method,CL,V,ka,om_CL,om_V,om_ka,sigma,ofv,logLik,cpu_secs,wall_secs,n_subjects
foce,2.9665886392356215,30.289677965355587,1.175960005623927,0.29015725999045394,0.19269011221824328,0.3340937994854384,0.1956569888677234,-1018.3601159905903,-152.4556859120692,11.453,13.311,120
