method,CL,V,ka,om_CL,om_V,om_ka,sigma,ofv,logLik,cpu_secs,wall_secs,n_subjects
foce,2.997288091528975,31.568758646460907,1.2238358001953131,0.29591297744807277,0.20309184056673835,0.4371554605073195,0.18932501473628274,-1004.7466660619773,-159.26241087637572,10.934,12.827,120
