method,CL,V,ka,om_CL,om_V,om_ka,sigma,ofv,logLik,cpu_secs,wall_secs,n_subjects
foce,3.0907474089166125,30.072737634428663,1.1721887487918543,0.3172778414355549,0.25781113426674357,0.3455738416748938,0.20470270572294966,-889.2019991717342,-217.03474432149727,10.373999999999999,12.194,120
