method,CL,V,ka,om_CL,om_V,om_ka,sigma,ofv,logLik,cpu_secs,wall_secs,n_subjects
foce,2.8658320663716963,30.159062628805795,1.1333118704702492,0.27187483027613885,0.2294593177849097,0.3605459809324669,0.20366129842395364,-961.1149466318201,-181.07827059145433,10.895,13.111,120
