method,CL,V,ka,om_CL,om_V,om_ka,sigma,ofv,logLik,cpu_secs,wall_secs,n_subjects
foce,2.986533549318911,30.231887766610075,1.2594386976474394,0.2855686070838459,0.22774657527779102,0.3745200944102196,0.191540766620041,-997.0631134168456,-163.1041871989416,11.874,13.981000000000002,120
