method,CL,V,ka,om_CL,om_V,om_ka,sigma,ofv,logLik,cpu_secs,wall_secs,n_subjects
saem,2.949926211390227,30.0536184951018,1.111462109891809,0.26797828909259935,0.20310448957684069,0.37376993335166075,0.18935074136940755,334.33989891424017,-167.16994945712008,12.654,14.115,120
