method,CL,V,ka,om_CL,om_V,om_ka,sigma,ofv,logLik,cpu_secs,wall_secs,n_subjects
saem,3.0762724006041617,28.536705663563072,1.1261608517392598,0.29810498417896075,0.1584984999393817,0.4538710301252596,0.19495917032529003,387.59807703373326,-193.79903851686663,12.633,14.277000000000001,120
