method,CL,V,ka,om_CL,om_V,om_ka,sigma,ofv,logLik,cpu_secs,wall_secs,n_subjects
saem,2.9667080368594325,30.079296113227663,1.268967586395993,0.2867352781904512,0.22647887401456107,0.38178815814322353,0.19185422613405062,370.10668809108233,-185.05334404554117,13.177000000000001,15.259,120
