method,CL,V,ka,om_CL,om_V,om_ka,sigma,ofv,logLik,cpu_secs,wall_secs,n_subjects
foce,2.991679762140291,31.008476844666628,1.1739642935290369,0.3005794545952794,0.19224362639878642,0.3817044615820746,0.19423873717121856,-1002.5433223415874,-160.36408273657065,11.134,13.491,120
