method,CL,V,ka,om_CL,om_V,om_ka,sigma,ofv,logLik,cpu_secs,wall_secs,n_subjects
foce,3.2179455521475857,29.95934796006318,1.1215287462959778,0.3167005429367036,0.18939259588410715,0.33424333548302665,0.19551224240798398,-979.5792446163406,-171.84612159919408,11.672,13.541,120
