method,CL,V,ka,om_CL,om_V,om_ka,sigma,ofv,logLik,cpu_secs,wall_secs,n_subjects
saem,3.0570666358183343,30.20280716540053,1.2880690669928212,0.28845728723512853,0.20557769566411296,0.43901512821954136,0.1974965999612756,409.4779651157869,-204.73898255789345,12.49,13.972,120
