method,CL,V,ka,om_CL,om_V,om_ka,sigma,ofv,logLik,cpu_secs,wall_secs,n_subjects
saem,2.857050116021119,30.196476930891595,1.2091877377855331,0.24589436779277837,0.21432055460888788,0.40220077166974333,0.19808427257801972,358.2748040641691,-179.13740203208454,12.858,14.649000000000001,120
