method,CL,V,ka,om_CL,om_V,om_ka,sigma,ofv,logLik,cpu_secs,wall_secs,n_subjects
foce,2.969590822857194,30.218065180022712,1.1063032662969847,0.2656215098405353,0.20348342862653052,0.3661189095447389,0.1898668089634456,-1040.4385675246413,-141.41646014504374,10.991,12.931000000000001,120
