method,CL,V,ka,om_CL,om_V,om_ka,sigma,ofv,logLik,cpu_secs,wall_secs,n_subjects
saem,2.9472425631254517,30.129492233230373,1.1819736099530542,0.29134542439111316,0.1918934982398998,0.341407630204318,0.19586031181933689,352.6912787339611,-176.34563936698055,12.492,13.874,120
