method,CL,V,ka,om_CL,om_V,om_ka,sigma,ofv,logLik,elapsed_s,n_subjects
saem,2.9991390271743925,30.533946226126663,1.1914829984768824,0.2905778502098007,0.15438254614829253,0.39522917930387313,0.20864421590354923,NA,-202.25514434599518,59.67965793609619,120
