method,CL,V,ka,om_CL,om_V,om_ka,sigma,ofv,logLik,cpu_secs,wall_secs,n_subjects
saem,3.1970114390671753,29.815918673021717,1.1229451664545205,0.3204412922627695,0.18844830352028594,0.33433482756542754,0.19571535269269097,383.32729504841177,-191.66364752420589,12.585,13.989,120
