method,CL,V,ka,om_CL,om_V,om_ka,sigma,ofv,logLik,elapsed_s,n_subjects
foce,2.881187561154955,30.419742447307577,1.2039330816532463,0.24363031910701224,0.21581880711335283,0.3897252042525821,0.19801057080249165,-1014.2157874416179,-154.52785018655544,9.571768999099731,120
