method,CL,V,ka,om_CL,om_V,om_ka,sigma,ofv,logLik,cpu_secs,wall_secs,n_subjects
foce,3.081791232919645,28.512224184068568,1.1869127223602334,0.27560324069573316,0.20631605571526956,0.4035280622191732,0.19889367914864264,-954.2758179990259,-184.49783490785143,10.853,12.999,120
