method,CL,V,ka,om_CL,om_V,om_ka,sigma,ofv,logLik,cpu_secs,wall_secs,n_subjects
saem,2.9694075553696178,30.839091074651236,1.1769941979122205,0.30232389347068384,0.19209611363775983,0.37703101864256977,0.195204561341833,365.108166274689,-182.5540831373445,12.691000000000003,14.328,120
