replicate,seed,ll_reduced,ll_full,dofv,converged_reduced,converged_full,n_steps_reduced,n_steps_full,secs,CL_reduced,V_reduced,ka_reduced,om_CL_reduced,om_V_reduced,sigma_reduced,CL_full,V_full,ka_full,om_CL_full,om_V_full,om_ka_full,sigma_full,sigma_diff
56,5056,-94.77901260318349,-94.90146071594461,-0.24489622552223977,True,True,2750,11250,51.41076302528381,2.981348575985566,29.71283847406173,1.220748822900453,0.26789364164974516,0.19158376749927675,0.19499241031042805,2.968720687598352,29.610786436042428,1.2234889168723895,0.26739446115962257,0.19377679613863247,0.018532794139749148,0.19565648603648253,0.0006640757260544805
57,5057,-81.21221177653767,-81.02259531248234,0.37923292811066744,True,True,2000,18000,71.63168501853943,2.974835366250833,29.71706941385649,1.2083860985934523,0.29856867692626443,0.17399716635828877,0.18979057631596824,2.9904911007659987,29.277954338213256,1.2070514378489208,0.29761655773919493,0.17113215655375422,0.017398893527305323,0.19084181698230618,0.0010512406663379381
58,5058,-137.8277626308775,-137.80184248419164,0.051840293371697044,True,True,2250,9750,43.045279026031494,2.9990177367101944,28.962334833358316,1.236264558061723,0.31376497231056655,0.1986040206126633,0.20533322412015456,2.909586695211875,28.68410802087759,1.2332733337411654,0.31368166617642934,0.19916769398592638,0.01807348642447889,0.20447153770965293,-0.0008616864105016331
59,5059,-128.00251531112437,-128.39504903921767,-0.7850674561865958,True,True,2250,14250,59.22028112411499,3.0170411895185687,29.774870191971193,1.2045730469449367,0.3045060526512453,0.18379826750655465,0.20430317714696605,2.9486577639158056,29.866756196028447,1.2069365860743055,0.3062430124126343,0.18548114916903338,0.0179236057059222,0.2041885312684299,-0.00011464587853615704
60,5060,-100.94984646623519,-100.1172714801748,1.665149972120787,True,True,2750,13750,57.7991418838501,2.914416659074968,29.6124682147297,1.198012592586682,0.2959714910484748,0.212214120914122,0.18925921098523094,2.9281833791684613,29.433521667272842,1.21622511271495,0.30129813889517865,0.2109593489600869,0.08786535478882306,0.1881154556626131,-0.0011437553226178454
61,5061,-118.57905616248783,-118.41843069930516,0.32125092636533736,True,True,2500,9500,42.04505014419556,3.2578770292301384,30.01697448232444,1.2448177742450652,0.27299086874891776,0.1758968079900819,0.20575455557378008,3.1611675145856375,30.05660348969566,1.25229092224014,0.27044818122556746,0.17295320471453507,0.019276154737658233,0.2057807647443328,2.6209170552710104e-05
62,5062,-114.03191734754407,-112.60987452738854,2.84408564031105,True,True,2750,14750,61.43999791145325,3.0094147762868237,30.334795687879062,1.2742512053079647,0.3037903563006848,0.1823104257153857,0.20054598942854035,2.9991949438077596,29.967804819130283,1.2775627103962603,0.30003440018672667,0.17586742363144034,0.14052351766696672,0.1950208827040261,-0.005525106724514256
63,5063,-103.50447252659131,-104.23545517476762,-1.4619652963526164,True,True,2500,7250,34.13795208930969,2.8132118190492448,29.743537602792546,1.1895228614049314,0.2970474621004929,0.200166279700233,0.19674009176803614,2.7253186527760636,29.83673464676461,1.1976399184469677,0.30416906856766185,0.2002124720266535,0.0664456338009517,0.19460473056555275,-0.0021353612024833935
64,5064,-141.56457451450467,-141.49138191780162,0.146385193406104,True,True,2500,14750,61.56905817985535,3.025981381874297,30.24043336572862,1.19021558338292,0.28429496107799845,0.18069724664308193,0.2142757325309085,2.99557688804421,29.654192713190152,1.20159945672893,0.28743054553337355,0.18238931178390996,0.025924939791360572,0.20998947614860808,-0.00428625638230043
65,5065,-142.7065407630487,-142.51847028175115,0.376140962595116,True,True,3000,12250,53.38462996482849,3.1078295439117776,29.180709363473056,1.1799273309595817,0.3066783161894143,0.2015782484234288,0.20680351055499446,2.9839035972363845,29.701811949613482,1.192993059651467,0.305279858784778,0.20161829685798566,0.08861109464599526,0.20400748404634608,-0.0027960265086483804
66,5066,-97.32456328804184,-96.90592965340463,0.8372672692744345,True,True,2250,9500,41.102808237075806,3.0426879047107187,31.06556016385864,1.2325346885009336,0.2690047397823383,0.20786167353982865,0.19582685325663446,2.9900918336549642,31.46932853624421,1.2089503512232846,0.2713655740845196,0.21033747336926026,0.06651127589841538,0.19216184091764787,-0.003665012338986584
67,5067,-136.35474674646815,-136.34500420832438,0.019485076287537595,True,True,5500,11750,59.157524824142456,2.8963986547704574,29.707124534183336,1.2266214335641465,0.314901152543012,0.1999715083019477,0.20671632099550297,2.9337961335173284,30.103422210804865,1.1991315330328691,0.3130712893673413,0.20776703531231852,0.020395811214255353,0.20413950845630538,-0.002576812539197587
