K,CL,V,ka,om_CL,om_V,om_ka,sigma,ofv,mean_ess,n_steps,converged
1,0.13248491908746993,7.938745771567575,0.6168926858265219,0.27832304325870283,0.18953987929835384,0.811148050786541,0.20722814196884928,67.1300737619963,1990.987236709192,16500,True
64,0.12950158354695876,8.019921779494958,0.6366073514523212,0.27619184936518104,0.20738125469804564,0.9777563030380609,0.20294629165150085,67.13703855788765,2228.897619457773,12750,True
