replicate,seed,posterior,K,param,estimate,truth,rel_bias_pct,marginal_ll,mean_ess,frac_bad,n_steps_run,converged,secs,cpu_secs
3,1003,free,8,om_CL,0.2753968514636568,0.3,-8.201049512114404,-141.25830165352917,1736.889789008323,0.0,6750,True,3.456958770751953,3.7228410000000167
3,1003,free,8,om_V,0.14017777658040603,0.2,-29.911111709796987,-141.25830165352917,1736.889789008323,0.0,6750,True,3.456963062286377,3.7228410000000167
3,1003,free,8,om_ka,0.40036373805972253,0.4,0.09093451493062676,-141.25830165352917,1736.889789008323,0.0,6750,True,3.4569668769836426,3.7228410000000167
3,1003,free,8,sigma,0.19311416891292532,0.2,-3.4429155435373446,-141.25830165352917,1736.889789008323,0.0,6750,True,3.456969976425171,3.7228410000000167
3,1003,free,64,CL,3.109325989814213,3.0,3.6441996604737645,-140.49305186957412,1684.5649339948689,0.0,3750,True,6.540631055831909,8.863860999999986
3,1003,free,64,V,29.406576109725247,30.0,-1.9780796342491769,-140.49305186957412,1684.5649339948689,0.0,3750,True,6.540637969970703,8.863860999999986
3,1003,free,64,ka,1.086070566650253,1.2,-9.494119445812244,-140.49305186957412,1684.5649339948689,0.0,3750,True,6.540642976760864,8.863860999999986
3,1003,free,64,om_CL,0.273623013768851,0.3,-8.792328743716327,-140.49305186957412,1684.5649339948689,0.0,3750,True,6.540647029876709,8.863860999999986
3,1003,free,64,om_V,0.16366722732733396,0.2,-18.166386336333023,-140.49305186957412,1684.5649339948689,0.0,3750,True,6.540650129318237,8.863860999999986
3,1003,free,64,om_ka,0.3995121681148666,0.4,-0.12195797128335129,-140.49305186957412,1684.5649339948689,0.0,3750,True,6.540653944015503,8.863860999999986
3,1003,free,64,sigma,0.18878096824486204,0.2,-5.609515877568985,-140.49305186957412,1684.5649339948689,0.0,3750,True,6.540657997131348,8.863860999999986
3,1003,amortized,1,CL,2.939749975681241,3.0,-2.008334143958631,-170.61865740934445,1379.5841452446155,0.0,25000,False,14.025985956192017,14.46484700000002
3,1003,amortized,1,V,29.258953218408323,30.0,-2.470155938638925,-170.61865740934445,1379.5841452446155,0.0,25000,False,14.025995016098022,14.46484700000002
3,1003,amortized,1,ka,1.06072779322371,1.2,-11.606017231357495,-170.61865740934445,1379.5841452446155,0.0,25000,False,14.026013851165771,14.46484700000002
3,1003,amortized,1,om_CL,0.2882591528289608,0.3,-3.9136157236797273,-170.61865740934445,1379.5841452446155,0.0,25000,False,14.026017904281616,14.46484700000002
3,1003,amortized,1,om_V,0.09215411422427051,0.2,-53.92294288786474,-170.61865740934445,1379.5841452446155,0.0,25000,False,14.026021957397461,14.46484700000002
3,1003,amortized,1,om_ka,0.3933778421632627,0.4,-1.6555394591843269,-170.61865740934445,1379.5841452446155,0.0,25000,False,14.026026010513306,14.46484700000002
3,1003,amortized,1,sigma,0.2527661917646722,0.2,26.38309588233609,-170.61865740934445,1379.5841452446155,0.0,25000,False,14.02603006362915,14.46484700000002
3,1003,amortized,8,CL,3.067870155972362,3.0,2.2623385324120595,-140.97306591883017,1828.3003762178316,0.0,16500,True,11.604066848754883,12.62836500000003
3,1003,amortized,8,V,29.634801480268766,30.0,-1.2173283991041117,-140.97306591883017,1828.3003762178316,0.0,16500,True,11.604074954986572,12.62836500000003
