K,CL,V,ka,om_CL,om_V,om_ka,sigma,ofv,mean_ess,n_steps,converged
1,0.03997808234668524,0.4624260144796536,1.285871545824862,0.2449826753381065,0.09214265956742076,0.6463371431773433,0.18010196922099161,-2.847752855766972,1691.3428247590227,21750,True
64,0.04033401326070833,0.4517957541038435,1.3432511476026092,0.25468847097044006,0.1127060108431509,0.6819586125133786,0.1718191712865529,-3.664715280678754,2372.2304467778013,5000,True
